t8_aux001_sup002_cs000/final

Soft/default routing

====================================================================================================
Smoke Test Case: French
====================================================================================================

[Prompt (Alpaca)]: ### Instruction:
Tu es un assistant virtuel. Raconte-moi ta routine matinale avant d'aller au travail. Utilise des verbes pronominaux.

### Response:


Generating...
Je me lève à 6 heures du matin, prends une douche, prépare un petit déjeuner sain et me prépare pour aller au travail.


--------------------------------------------------------------------------------
Token-by-Token Routing Probabilities
--------------------------------------------------------------------------------

Running full forward pass on generated sequence to extract all gates...

Showing Probabilities for Layer: base_model.model.model.layers.7.mlp.down_proj (Token-level)
Token                     |         fr |         ca |         oc
 petit                    |     1.0000 |     0.0000 |     0.0000
 dé                       |     1.0000 |     0.0000 |     0.0000
je                        |     1.0000 |     0.0000 |     0.0000
uner                      |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 je                       |     1.0000 |     0.0000 |     0.0000
 vér                      |     1.0000 |     0.0000 |     0.0000
ifie                      |     1.0000 |     0.0000 |     0.0000
 mon                      |     1.0000 |     0.0000 |     0.0000
 e                        |     0.0000 |     0.0000 |     1.0000
-mail                     |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 je                       |     1.0000 |     0.0000 |     0.0000
 pré                      |     1.0000 |     0.0000 |     0.0000
pare                      |     1.0000 |     0.0000 |     0.0000
 mon                      |     1.0000 |     0.0000 |     0.0000
 sac                      |     1.0000 |     0.0000 |     0.0000
 à                        |     1.0000 |     0.0000 |     0.0000
 dos                      |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 je                       |     1.0000 |     0.0000 |     0.0000
 quit                     |     1.0000 |     0.0000 |     0.0000
te                        |     1.0000 |     0.0000 |     0.0000
 ma                       |     1.0000 |     0.0000 |     0.0000
 maison                   |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 je                       |     1.0000 |     0.0000 |     0.0000
 mont                     |     1.0000 |     0.0000 |     0.0000
e                         |     1.0000 |     0.0000 |     0.0000
 dans                     |     1.0000 |     0.0000 |     0.0000
 le                       |     1.0000 |     0.0000 |     0.0000
 bus                      |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 je                       |     1.0000 |     0.0000 |     0.0000
 arrive                   |     1.0000 |     0.0000 |     0.0000
 au                       |     1.0000 |     0.0000 |     0.0000
 travail                  |     1.0000 |     0.0000 |     0.0000
 à                        |     1.0000 |     0.0000 |     0.0000
                          |     1.0000 |     0.0000 |     0.0000
8                         |     0.0000 |     1.0000 |     0.0000
 heures                   |     1.0000 |     0.0000 |     0.0000
.                         |     1.0000 |     0.0000 |     0.0000
<|end_of_text|>           |     0.0000 |     0.0000 |     1.0000

Showing Probabilities for Layer: base_model.model.model.layers.8.self_attn.q_proj (Sequence-level)
Token                     |         fr |         ca |         oc
----------------------------------------------------------------
<|begin_of_text|>         |     1.0000 |     0.0000 |     0.0000
###                       |     1.0000 |     0.0000 |     0.0000
 Instruction              |     1.0000 |     0.0000 |     0.0000
:\n                       |     1.0000 |     0.0000 |     0.0000
Tu                        |     1.0000 |     0.0000 |     0.0000
 es                       |     1.0000 |     0.0000 |     0.0000
 un                       |     1.0000 |     0.0000 |     0.0000
 assistant                |     1.0000 |     0.0000 |     0.0000
 virt                     |     1.0000 |     0.0000 |     0.0000
uel                       |     1.0000 |     0.0000 |     0.0000
.                         |     1.0000 |     0.0000 |     0.0000
 Ra                       |     1.0000 |     0.0000 |     0.0000
conte                     |     1.0000 |     0.0000 |     0.0000
-m                        |     1.0000 |     0.0000 |     0.0000
oi                        |     1.0000 |     0.0000 |     0.0000
 ta                       |     1.0000 |     0.0000 |     0.0000
 routine                  |     1.0000 |     0.0000 |     0.0000
 mat                      |     1.0000 |     0.0000 |     0.0000
in                        |     1.0000 |     0.0000 |     0.0000
ale                       |     1.0000 |     0.0000 |     0.0000
 avant                    |     1.0000 |     0.0000 |     0.0000
                          |     1.0000 |     0.0000 |     0.0000
d                         |     1.0000 |     0.0000 |     0.0000
aller                     |     1.0000 |     0.0000 |     0.0000
 au                       |     1.0000 |     0.0000 |     0.0000
 travail                  |     1.0000 |     0.0000 |     0.0000
.                         |     1.0000 |     0.0000 |     0.0000
 Util                     |     1.0000 |     0.0000 |     0.0000
ise                       |     1.0000 |     0.0000 |     0.0000
 des                      |     1.0000 |     0.0000 |     0.0000
 ver                      |     1.0000 |     0.0000 |     0.0000
bes                       |     1.0000 |     0.0000 |     0.0000
 pr                       |     1.0000 |     0.0000 |     0.0000
onom                      |     1.0000 |     0.0000 |     0.0000
ina                       |     1.0000 |     0.0000 |     0.0000
ux                        |     1.0000 |     0.0000 |     0.0000
.\n\n                     |     1.0000 |     0.0000 |     0.0000
###                       |     1.0000 |     0.0000 |     0.0000
 Response                 |     1.0000 |     0.0000 |     0.0000
:\n                       |     1.0000 |     0.0000 |     0.0000
Je                        |     1.0000 |     0.0000 |     0.0000
 me                       |     1.0000 |     0.0000 |     0.0000
 ré                       |     1.0000 |     0.0000 |     0.0000
ve                        |     1.0000 |     0.0000 |     0.0000
ille                      |     1.0000 |     0.0000 |     0.0000
 à                        |     1.0000 |     0.0000 |     0.0000
                          |     1.0000 |     0.0000 |     0.0000
7                         |     1.0000 |     0.0000 |     0.0000
 heures                   |     1.0000 |     0.0000 |     0.0000
 du                       |     1.0000 |     0.0000 |     0.0000
 mat                      |     1.0000 |     0.0000 |     0.0000
in                        |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 je                       |     1.0000 |     0.0000 |     0.0000
 me                       |     1.0000 |     0.0000 |     0.0000
 l                        |     1.0000 |     0.0000 |     0.0000
ève                       |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 je                       |     1.0000 |     0.0000 |     0.0000
 me                       |     1.0000 |     0.0000 |     0.0000
 bro                      |     1.0000 |     0.0000 |     0.0000
sse                       |     1.0000 |     0.0000 |     0.0000
 les                      |     1.0000 |     0.0000 |     0.0000
 d                        |     1.0000 |     0.0000 |     0.0000
ents                      |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 je                       |     1.0000 |     0.0000 |     0.0000
 prend                    |     1.0000 |     0.0000 |     0.0000
s                         |     1.0000 |     0.0000 |     0.0000
 une                      |     1.0000 |     0.0000 |     0.0000
 douche                   |     1.0000 |     0.0000 |     0.0000
,                         |     1.0000 |     0.0000 |     0.0000
 je                       |     1.0000 |     0.0000 |     0.0000
 me                       |     1.0000 |     0.0000 |     0.0000
 pré                      |     1.0000 |     0.0000 |     0.0000
pare                      |     1.0000 |     0.0000 |     0.0000
 un                       |     1.0000 |     0.0000 |     0.0000
 petit                    |     1.0000 |     0.0000 |     0.0000
 dé                       |     1.0000 |     0.0000 |     0.0000
je                        |     1.0000 |     0.0000 |     0.0000
